segment_id,recording_id,speaker_group_id,dataset_split,segmentation_version,start_seconds,end_seconds,duration_seconds,audio_path,review_status,transcription,final_selection
REC111_SEG0011,REC111,SPK009,train,vad_v2_spk009,147.96,166.376,18.416,data/processed/segments/REC111/REC111_SEG0011.wav,reviewed,u mara yufa i t s tidett necc ad awem iniɣ ad zzayes ifarḥ ktar zi min ɣa ifarḥ zi tesɛa u tesɛin inni war iweddaren ammu ura d babatwem i idjan deg ijenwan war ixs ad iweddar ura d ijj zeg imezyanen a,no
REC111_SEG0012,REC111,SPK009,train,vad_v2_spk009,169.656,171.688,2.032,data/processed/segments/REC111/REC111_SEG0012.wav,reviewed,ddenb n ijjen uma,no
REC111_SEG0013,REC111,SPK009,train,vad_v2_spk009,172.856,180.776,7.92,data/processed/segments/REC111/REC111_SEG0013.wav,reviewed,mara ixḍa umac akidek ruḥ ɣares webbex i t mɣir jar ac d jar as waha,no
REC111_SEG0014_PART01,REC111,SPK009,train,vad_v2_spk009,181.144,195.78,14.636,data/processed/segments/REC111/REC111_SEG0014_PART01.wav,reviewed,mara isra ɣarek aqa tarbeḥed umac mara war ɣarek isri ca awi akidek ca n ijjen nneɣni niɣ ṭnayen ḥima x uqemmum n ṭnayen niɣ n ṭraṭa n rechud ad itt,no
REC111_SEG0014_PART02,REC111,SPK009,train,vad_v2_spk009,195.78,210.416,14.636,data/processed/segments/REC111/REC111_SEG0014_PART02.wav,reviewed,waḍmen wawar marra mara netta war ɣarsen isri xenni ini tt i tmesmunt n rmuminin uca mara war isri ura ɣar tmesmunt xenni ejj i t ad ɣarwem yiri,no
REC111_SEG0015,REC111,SPK009,train,vad_v2_spk009,210.416,214.28,3.864,data/processed/segments/REC111/REC111_SEG0015.wav,reviewed,am yijjen bu ḍḍariba niɣ am yijjen kuffar,no
REC111_SEG0016_PART01,REC111,SPK009,train,vad_v2_spk009,214.936,229.12,14.184,data/processed/segments/REC111/REC111_SEG0016_PART01.wav,reviewed,s tidett necc ad awem iniɣ marra min ɣa tceddem ḍi ṭammurṭ ad yiri icedd deg ujenna uca marra min ɣa tfesyem ḍi ṭammurṭ ad yiri ifsi deg ujenna ad awem iniɣ,no
REC111_SEG0016_PART02,REC111,SPK009,train,vad_v2_spk009,229.12,243.304,14.184,data/processed/segments/REC111/REC111_SEG0016_PART02.wav,reviewed,ɛawed mara ṭnayen n iwḍan ad mmsetfaqen x ṭammurṭ x ca n rḥajjeṭ i ɣa ttaren aqa d man aya d asen i ɣa ittwagg zi baba i idjan deg ijenwan,no
REC111_SEG0017,REC111,SPK009,train,vad_v2_spk009,243.448,251.08,7.632,data/processed/segments/REC111/REC111_SEG0017.wav,reviewed,minzi mani ɣa munen ṭnayen niɣ ṭraṭa s yisem inu necc ad din iriɣ ḍi rwesṭ nsen,no
REC111_SEG0018,REC111,SPK009,train,vad_v2_spk009,254.232,256.936,2.704,data/processed/segments/REC111/REC111_SEG0018.wav,reviewed,amedya n umsexxar aɛeffan,no
REC111_SEG0019,REC111,SPK009,train,vad_v2_spk009,258.84,278.216,19.376,data/processed/segments/REC111/REC111_SEG0019.wav,reviewed,rexdenni yusa dd ɣares buṭrus inna a sidi mecḥar n twarawin i ɣa ixḍa akidi uma necc ad as samḥeɣ ma ar sebɛa n twarawin inna as yasuɛ war d ac qqareɣ ca ar sebɛa maca ar sebɛin ḍi sebɛa n imuren,no
REC111_SEG0020,REC111,SPK009,train,vad_v2_spk009,278.808,289.768,10.96,data/processed/segments/REC111/REC111_SEG0020.wav,reviewed,suyenni tgeldit n ijenwan deg ijjen weryaz d ajedjid i ixsen ad yegg reḥsab ak d imsexxaren nnes umi ibda ad imseḥseb,no
REC111_SEG0021_PART01,REC111,SPK009,train,vad_v2_spk009,290.232,304.64,14.408,data/processed/segments/REC111/REC111_SEG0021_PART01.wav,reviewed,iwyen dd ɣares ijjen bnaḍem itturs as ɛecra araf talint am war tuɣi ɣares min zi ɣa yarr amarwas yumur bab nnes ḥima ad ittwammenz,no
REC111_SEG0021_PART02,REC111,SPK009,train,vad_v2_spk009,304.64,319.048,14.408,data/processed/segments/REC111/REC111_SEG0021_PART02.wav,reviewed,netta d temɣart nnes d tarwa nnes d marra min ɣares ḥima ad ittwaxedjes umarwas iwḍa as umsexxar nni ɣar iḍaren isjed as inna a sidi sbar xafi ad ac arreɣ marra,no
REC111_SEG0022,REC111,SPK009,train,vad_v2_spk009,319.64,326.76,7.12,data/processed/segments/REC111/REC111_SEG0022.wav,reviewed,aqa izzidjez as bab n umsexxar nni iḍreq as uca isamḥ as deg umarwas,no
REC111_SEG0023_PART01,REC111,SPK009,train,vad_v2_spk009,327.832,340.592,12.76,data/processed/segments/REC111/REC111_SEG0023_PART01.wav,reviewed,rami dd iffeɣ umsexxar nni yufa ijjen zeg inni tuɣa d imsexxaren imɛacaren nnes u wanita itturs as mya dinar ittef i t icebbar as deg yiri inna as,no
REC111_SEG0023_PART02,REC111,SPK009,train,vad_v2_spk009,340.592,353.352,12.76,data/processed/segments/REC111/REC111_SEG0023_PART02.wav,reviewed,xedjes min d ac tturseɣ iwḍa yas umsexxar amɛacar nnes ɣar iḍaren iḥeccmit i t inna sbar xafi ad ac arreɣ marra maca netta war ixs,no
REC111_SEG0024,REC111,SPK009,train,vad_v2_spk009,353.72,358.056,4.336,data/processed/segments/REC111/REC111_SEG0024.wav,reviewed,iruḥ inḍar i t ḍi reḥbes ar dd ɣa yarr amarwas,no
REC111_SEG0025,REC111,SPK009,train,vad_v2_spk009,358.904,376.392,17.488,data/processed/segments/REC111/REC111_SEG0025.wav,reviewed,rami zrin imsexxaren imɛacaren nnes min imsaren ceḍnen attas uca ruḥen nnan tt i bab nsen uca iraɣa dd xas sidis inna as a cek amsexxar aɛeffan marra min d ac tturseɣ samḥeɣ ac minzi tettared ayi,no
REC111_SEG0026_PART01,REC111,SPK009,train,vad_v2_spk009,376.92,391.745,14.825,data/processed/segments/REC111/REC111_SEG0026_PART01.wav,reviewed,ma war idji zeɛma ura d cek xak ad ac izzidjez wenni d amsexxar amɛacar nnec am mammec i d ayi tezzidjed cek xenni ixeyyeq sidis isseɛdu t deg ifassen n imɛaddeben,no
REC111_SEG0026_PART02,REC111,SPK009,train,vad_v2_spk009,391.745,406.57,14.825,data/processed/segments/REC111/REC111_SEG0026_PART02.wav,reviewed,ar ɣa ixedjes marra min ḍayes d amarwas ammu i ɣa yegg baba wenni idjan deg ujenna i kenniw mara kenniw war tsimiḥem s wur kur ijjen zzaywem i umas ixettan nnes,no
REC112_SEG0001,REC112,SPK009,train,vad_v2_spk009,1.72,5.288,3.568,data/processed/segments/REC112/REC112_SEG0001.wav,reviewed,awaren n yasuɛ x remrac d wadjaf,no
REC112_SEG0002,REC112,SPK009,train,vad_v2_spk009,6.776,21.704,14.928,data/processed/segments/REC112/REC112_SEG0002.wav,reviewed,arami ikemmer yasuɛ awaren a iffeɣ zi ljalil yiweḍ ɣar jjwayeh n ṭammurṭ n yahudiyya ɣar ujemmaḍ n yeɣzar n l urdun aqa iḍfar i t ijjen rɣaci d ameqqran,no
REC112_SEG0003,REC112,SPK009,train,vad_v2_spk009,22.488,24.392,1.904,data/processed/segments/REC112/REC112_SEG0003.wav,reviewed,issgenfa i ten dinni,no
REC112_SEG0004_PART01,REC112,SPK009,train,vad_v2_spk009,25.4,37.04,11.64,data/processed/segments/REC112/REC112_SEG0004_PART01.wav,reviewed,usin dd ɣares ura d ifarisiyyen tuɣa arezzun ad t jarrben nnan as ma iḥedjer i weryaz ad idjef i temɣart nnes zi mkur sibbet,no
REC112_SEG0004_PART02,REC112,SPK009,train,vad_v2_spk009,37.04,48.68,11.64,data/processed/segments/REC112/REC112_SEG0004_PART02.wav,reviewed,yarra dd inna asen ma war teɣrim ca belli wenni ten dd ixerqen zeg umezwaru ixreq i ten dd d awtem d tewtemt uca aqa inna,no
REC112_SEG0005,REC112,SPK009,train,vad_v2_spk009,49.624,61.096,11.472,data/processed/segments/REC112/REC112_SEG0005.wav,reviewed,s uyenni ad ismeḥ weryaz ḍi babas d yemmas ad iqqen ɣar temɣart nnes uca ṭnayen idsen nni ad irin d iijjen arimet,no
REC112_SEG0006,REC112,SPK009,train,vad_v2_spk009,61.944,67.688,5.744,data/processed/segments/REC112/REC112_SEG0006.wav,reviewed,ammu war ttirin ɛad d ṭnayen maca d ijjen n arrimet,no
REC112_SEG0007_PART01,REC112,SPK009,train,vad_v2_spk009,67.992,81.836,13.844,data/processed/segments/REC112/REC112_SEG0007_PART01.wav,reviewed,min issmun arebbi war t ibetti bnaḍem nnan as mayemmi yumur musa xenni maḥend ad iwc ṭabrat n wadjaf ḥima ad as idjef inna asen musa,no
REC112_SEG0007_PART02,REC112,SPK009,train,vad_v2_spk009,81.836,95.68,13.844,data/processed/segments/REC112/REC112_SEG0007_PART02.wav,reviewed,ijja kenniw ad tedjfem i temɣarin nwem zi ssibbet n reqsaḥet n wurawen nwem maca war idji ammu zeg umezwaru maca necc ad awem iniɣ wenni i ɣa idjfen i temɣart nnes,no
REC112_SEG0008,REC112,SPK009,train,vad_v2_spk009,95.68,115.208,19.528,data/processed/segments/REC112/REC112_SEG0008.wav,reviewed,wa idjii sibbet n faqcɣer uca adimrec icten nneɣni aqa netta izenna u wenni i ɣa iwyen tamɣart tenni i idjfen aqa ura d netta izenna imeḥḍaren nnes nnan as mara ammu i tedja tmesract jar bnaḍem d temɣart nnes,no
REC112_SEG0009,REC112,SPK009,train,vad_v2_spk009,115.64,130.792,15.152,data/processed/segments/REC112/REC112_SEG0009.wav,reviewed,xenni nhra ma ad imrec maca netta inna asen war idji marra zemmaren ad qebren awar a mɣir inni umi temmewc ad t iqber minzi aqa din inni ittwaqessen minzi niṭni d inni dd ittwaxerqen ammu zeg uɛeddis n yemmatsen,no
REC112_SEG0010,REC112,SPK009,train,vad_v2_spk009,131.16,145.64,14.48,data/processed/segments/REC112/REC112_SEG0010.wav,reviewed,uca aqa din inni ittwaqessen minzi niṭni ttwaqessen zeg ifassen n iwḍan uca aqa din inni ittwaqessen minzi niṭni qessen ixef nsen ḍi ttweɛ n tgeldit n ijenwan wenni izemmaren ad t iqber ejj i t ad t iqber,no
REC112_SEG0011,REC112,SPK009,train,vad_v2_spk009,148.344,151.432,3.088,data/processed/segments/REC112/REC112_SEG0011.wav,reviewed,yasuɛ ibarek iḥenjiren imezyanen,no
REC112_SEG0012,REC112,SPK009,train,vad_v2_spk009,152.952,161.096,8.144,data/processed/segments/REC112/REC112_SEG0012.wav,reviewed,rexdenni iwyen as dd iḥenjiren imezyanen maḥend ad xasen issars afus nnes uca ad asen iksi s rmeɛruf,no
REC112_SEG0013,REC112,SPK009,train,vad_v2_spk009,161.784,178.6,16.816,data/processed/segments/REC112/REC112_SEG0013.wav,reviewed,maca imeḥḍaren nnes webbxen ten maca yasuɛ inna asen jjem iḥenjiren ad ɣari dd asen war ten mennɛem ca minzi tageldit n ijenwan i yinni am niṭni issars xasen afus nnes uca iruḥ ssenni,no
REC112_SEG0014,REC112,SPK009,train,vad_v2_spk009,181.72,185.544,3.824,data/processed/segments/REC112/REC112_SEG0014.wav,reviewed,yasuɛ ak d webriɣ wenni d bab n wagra,no
REC112_SEG0015,REC112,SPK009,train,vad_v2_spk009,187.768,207.144,19.376,data/processed/segments/REC112/REC112_SEG0015.wav,reviewed,uca xzar iqarreb dd ijjen inna as a amseɣɣar asebḥan min ɣa ggeɣ d asebḥan ḥima ad ɣari tiri ṭudarṭ ittduman inna as yasuɛ mayemmi d ayi traɣid asebḥan war idji ḥed d asebḥan mɣir ijjen aqa t d arebbi,no
REC112_SEG0016_PART01,REC112,SPK009,train,vad_v2_spk009,207.704,220.88,13.176,data/processed/segments/REC112/REC112_SEG0016_PART01.wav,reviewed,maca mara texsed ad tadfed ɣar ṭudarṭ ttef ḍi twessa inna as man tina inna as yasuɛ war neqq war zenni war tticar war cehhed s z,no
REC112_SEG0016_PART02,REC112,SPK009,train,vad_v2_spk009,220.88,234.056,13.176,data/processed/segments/REC112/REC112_SEG0016_PART02.wav,reviewed,zur weqqar babac d yemmac uca ad amqarreb nnec am yixef nnec abriɣ inna as aqa ḍfareɣ timesrayin a marra zi temzi inu min d ayi ittxissen ɛad,no
REC112_SEG0017_PART01,REC112,SPK009,train,vad_v2_spk009,234.648,245.424,10.776,data/processed/segments/REC112/REC112_SEG0017_PART01.wav,reviewed,yasuɛ inna as mara texsed ad tirid tkemmred ruḥ zenz marra min ɣarek ewc i t i imezraḍ uca ad ɣarek yiri ijjen rkenz deg ijenwan,no
REC112_SEG0017_PART02,REC112,SPK009,train,vad_v2_spk009,245.424,256.2,10.776,data/processed/segments/REC112/REC112_SEG0017_PART02.wav,reviewed,xenni as dd ḍfar ayi dd rami isra webriɣ awar a iruḥ icḍen minzi tuɣa ɣares attas n wagra,no
REC112_SEG0018,REC112,SPK009,train,vad_v2_spk009,256.92,266.184,9.264,data/processed/segments/REC112/REC112_SEG0018.wav,reviewed,xas uca inna yasuɛ i imeḥḍaren nnes s tidett necc ad awem iniɣ aqa yewɛar x bab n wagra ad yadef ɣar tgeldit n ijenwan,no
REC112_SEG0019_PART01,REC112,SPK009,train,vad_v2_spk009,266.616,279.376,12.76,data/processed/segments/REC112/REC112_SEG0019_PART01.wav,reviewed,uca necc ad awem iniɣ ɛawed aqa ihwen i werɣem ad yekk zi titt n tsineft x bu wagra ad yadef ɣar tgeldit n arebbi umi tt srin imeḥḍaren nnes nnxer,no
REC112_SEG0019_PART02,REC112,SPK009,train,vad_v2_spk009,279.376,292.136,12.76,data/processed/segments/REC112/REC112_SEG0019_PART02.wav,reviewed,ɛen nnan wi izemmaren xenni ad ittef ṭudarṭ ɛad am tuɣa ḍaysen ixezzar yasuɛ inna asen ɣar iwḍan man aya war izemmar maca ɣar arebbi kurci ḍi tzemmar nnes,no
REC112_SEG0020,REC112,SPK009,train,vad_v2_spk009,292.76,301.352,8.592,data/processed/segments/REC112/REC112_SEG0020.wav,reviewed,xenni yarra dd buṭrus inna as xzar aqa neccin nejja kurci neḍfar i cek min ɣarneɣ i ɣa yirin,no
REC112_SEG0021_PART01,REC112,SPK009,train,vad_v2_spk009,301.784,312.336,10.552,data/processed/segments/REC112/REC112_SEG0021_PART01.wav,reviewed,yasuɛ inna asen s tidett necc ad awem iniɣ i kenniw inni d ayi dd iḍfaren aqa xmi ɣa tiri marra ddunect d jdid xmi ɣa iqqim mmis n bnaḍem x rɛarc n uɛudji,no
REC112_SEG0021_PART02,REC112,SPK009,train,vad_v2_spk009,312.336,322.888,10.552,data/processed/segments/REC112/REC112_SEG0021_PART02.wav,reviewed,nnes aqa ura d kenniw ad ṭeqqimem x ṭenɛac n rekrasi igellden ḥima ad tḥekmem x ṭenɛac n tqebbar n ayt n israil,no
REC112_SEG0022_PART01,REC112,SPK009,train,vad_v2_spk009,323.448,338.037,14.589,data/processed/segments/REC112/REC112_SEG0022_PART01.wav,reviewed,kur ijjen wenni isemḥen ḍi tudrin niɣ deg aytmas niɣ ḍi suyetmas niɣ ḍi babas niɣ deg yemmas niɣ ḍi temɣart nnes d tarwa nnes ura deg yeyyaren ḍi ttweɛ n yisem inu,no
REC112_SEG0022_PART02,REC112,SPK009,train,vad_v2_spk009,338.037,352.627,14.589,data/processed/segments/REC112/REC112_SEG0022_PART02.wav,reviewed,ad iksi mya n tseqqar uca ad iwart ṭudarṭ ittduman maca attas n yinni idjan d imezwura ad irin d ineggura uca ineggura ad irin d imezwura,no
REC113_SEG0001,REC113,SPK009,train,vad_v2_spk009,2.168,5.8,3.632,data/processed/segments/REC113/REC113_SEG0001.wav,reviewed,amedya n ixemmasen deg umarjuɛ n uḍir,no
REC113_SEG0002,REC113,SPK009,train,vad_v2_spk009,7.608,18.696,11.088,data/processed/segments/REC113/REC113_SEG0002.wav,reviewed,minzi tageldit n ijenwan am yijjen bab n ṭaddarṭ iffeɣ ɣar ssbeḥ zic ḥima ad icra ixemmasen i umarjeɛ nnes n uḍir,no
REC113_SEG0003_PART01,REC113,SPK009,train,vad_v2_spk009,19.224,29.472,10.248,data/processed/segments/REC113/REC113_SEG0003_PART01.wav,reviewed,rami ikkes awar ak d icewwaren s yijjen dinar i yijjen wass issekk i ten ɣar umarjeɛ nnes n uḍir rami dd iffeɣ netta,no
REC113_SEG0003_PART02,REC113,SPK009,train,vad_v2_spk009,29.472,39.72,10.248,data/processed/segments/REC113/REC113_SEG0003_PART02.wav,reviewed,ɛawed ḍi jjwayeh n ṭsaɛɛet wiss ṭraṭa ixs ad yini ɣar tesɛa ḍi ssbeḥ izra inneɣni bedden ḍi rmewqef bra rxedmet,no
REC113_SEG0004,REC113,SPK009,train,vad_v2_spk009,40.12,55.688,15.568,data/processed/segments/REC113/REC113_SEG0004.wav,reviewed,netta inna asen ruḥem ura d kenniw ɣar umarjeɛ inu n uḍir ad awem wceɣ min d awem dd ikkaren uca ruḥen iffeɣ dd ɛawed ḍi jjwayeh n ṭsaɛɛet wiss setta d wiss tesɛa uca igga amenni ɛawed,no
REC113_SEG0005_PART01,REC113,SPK009,train,vad_v2_spk009,56.632,69.248,12.616,data/processed/segments/REC113/REC113_SEG0005_PART01.wav,reviewed,rami dd iffeɣ ḍi jjwayeh n ṭsaɛɛet wiss hiṭɛac ixs ad yini ɣar xemsa n tmeddit yufa din ɛawed inneɣni bedden din bra rxedmet inna asen,no
REC113_SEG0005_PART02,REC113,SPK009,train,vad_v2_spk009,69.248,81.864,12.616,data/processed/segments/REC113/REC113_SEG0005_PART02.wav,reviewed,mayemmi tbeddem da ass ikmer bra rxedmet nnan as minzi war d aneɣ icri ḥed inna asen ruḥem ura d kenniw ɣar umarjeɛ inu n uḍir ad tettfem min d awem dd ikkaren,no
REC113_SEG0006,REC113,SPK009,train,vad_v2_spk009,82.264,95.848,13.584,data/processed/segments/REC113/REC113_SEG0006.wav,reviewed,rami dd tiweḍ tmeddit inna bab n umarjeɛ n uḍir i uweqqaf nnes raɣa dd x ixemmasen xedjes asen rmunet sizwar zeg inni dd yusin d ineggura uca ammu ar imezwura,no
REC113_SEG0007,REC113,SPK009,train,vad_v2_spk009,96.408,115.816,19.408,data/processed/segments/REC113/REC113_SEG0007.wav,reviewed,uca usin dd inni d icra ḍi jjwayeh n ṭsaɛɛet wiss ḥiṭac uca kur ijjen zzaysen ittef ijjen dinar rami dd usin inni tuɣa d imezwura ittɣir asen ad ttfen ktar maca ura d niṭni ttfen i kur ijjen zzaysen ijjen dinar,no
REC113_SEG0008_PART01,REC113,SPK009,train,vad_v2_spk009,116.344,129.952,13.608,data/processed/segments/REC113/REC113_SEG0008_PART01.wav,reviewed,aqa xeyyqen x bab n ṭaddarṭ nnan aqa ina d inni d ineggura xedmen ict n ṭsaɛɛet u cek temqudd i ten akidneɣ neccin inni yarebbun,no
REC113_SEG0008_PART02,REC113,SPK009,train,vad_v2_spk009,129.952,143.56,13.608,data/processed/segments/REC113/REC113_SEG0008_PART02.wav,reviewed,ddqer n wass d reḥmu maca netta yarra dd x ijjen zzaysen inna a ameddukker inu necc war cek ḍrimeɣ ma war kidi tekkised awar x ijjen dinar,no
REC113_SEG0009,REC113,SPK009,train,vad_v2_spk009,144.408,157.96,13.552,data/processed/segments/REC113/REC113_SEG0009.wav,reviewed,ttef min idjan nnec uca uyur necc xseɣ ad wceɣ i ina d inni d ineggura anect min d ac wciɣ niɣ ma war ɣari bu rḥeqq maḥend ad ggeɣ min xseɣ ak d min idjan inu,no
REC113_SEG0010,REC113,SPK009,train,vad_v2_spk009,158.648,173.832,15.184,data/processed/segments/REC113/REC113_SEG0010.wav,reviewed,niɣ titt nnec d taɛeffant minzi necc d asebḥan ammu i ɣa dewren ineggura d imezwura uca imezwura ad dewren d ineggura minzi attas inni ittwaraɣan maca drus inni ittwaxdaren,no
REC113_SEG0011,REC113,SPK009,train,vad_v2_spk009,176.344,182.504,6.16,data/processed/segments/REC113/REC113_SEG0011.wav,reviewed,yasuɛ issawar x rmewt d tnukra nnes i ṭwara wiss ṭraṭa,no
REC113_SEG0012_PART01,REC113,SPK009,train,vad_v2_spk009,184.888,196.416,11.528,data/processed/segments/REC113/REC113_SEG0012_PART01.wav,reviewed,rami ikkar dd yasuɛ maḥend ad igeɛɛed ɣar urcalim yiwi ṭenɛac n imeḥḍaren nnes ɣar uɣezdis deg webrid inna asen xzar ad ngeɛɛed ɣar,no
REC113_SEG0012_PART02,REC113,SPK009,train,vad_v2_spk009,196.416,207.944,11.528,data/processed/segments/REC113/REC113_SEG0012_PART02.wav,reviewed,urcalim uca ad immewc mmis n bnaḍem deg ifassen n imeqqranen n ikehhanen d imsermaden n idlisen u niṭni ad xas ḥekmen s rmewt,no
REC113_SEG0013,REC113,SPK009,train,vad_v2_spk009,208.792,220.136,11.344,data/processed/segments/REC113/REC113_SEG0013.wav,reviewed,ad t sellmen i regnus maḥend ad zzayes stehzan ad t hettken s urekkuḍ uca ad t sellben maca deg wass wiss ṭraṭa ad dd ikkar,no
REC113_SEG0014,REC113,SPK009,train,vad_v2_spk009,223.8,226.92,3.12,data/processed/segments/REC113/REC113_SEG0014.wav,reviewed,tutra n yemmas n yaɛqub d yuḥanna,no
REC113_SEG0015_PART01,REC113,SPK009,train,vad_v2_spk009,228.92,239.952,11.032,data/processed/segments/REC113/REC113_SEG0015_PART01.wav,reviewed,rexdenni tusa dd ɣares yemmas n tarwa n zabdi ak d iḥenjiren nnes tesjed as ḥima ad zzayes tettar ca n rḥajjeṭ inna as netta mi,no
REC113_SEG0015_PART02,REC113,SPK009,train,vad_v2_spk009,239.952,250.984,11.032,data/processed/segments/REC113/REC113_SEG0015_PART02.wav,reviewed,n texsed ṭenna as nettat ini maḥend ad qqimen ṭnayen n iḥenjiren a inu ijjen ɣar ufusi nnec u wenneɣni ɣar uzermaḍ nnec ḍi tgeldit nnec,no
REC113_SEG0016,REC113,SPK009,train,vad_v2_spk009,251.64,266.984,15.344,data/processed/segments/REC113/REC113_SEG0016.wav,reviewed,yasuɛ yarra dd xasen inna kenniw war tessinem ca min tettarem ma tzemmarem ad teswem rkas i ɣa sweɣ necc niɣ ad tettwassɣeḍsem s useɣḍes i zi ɣa ttwassɣeḍseɣ necc nnan as nzemmar,no
REC113_SEG0017,REC113,SPK009,train,vad_v2_spk009,267.416,285.192,17.776,data/processed/segments/REC113/REC113_SEG0017.wav,reviewed,netta inna asen rkas inu ad t teswem u aseɣḍes i zi ɣa ttwassɣeḍseɣ ad zzayes tettwassɣeḍsem maca aɣimi ɣar ufusi inu d uzermaḍ inu war idji i necc maḥend ad t wceɣ maca ad yiri i yinni umi t issewjed baba,no
REC113_SEG0018,REC113,SPK009,train,vad_v2_spk009,286.136,303.752,17.616,data/processed/segments/REC113/REC113_SEG0018.wav,reviewed,rami srin ɛecra n imeḥḍaren nneɣni man aya xeyyqen attas x ṭnayen n wawmaten maca yasuɛ iraɣa dd xasen ɣares inna kenniw aqa tessnem belli rḥukkam n regnus ḥekkmen xasen uca ura d imeqqranen ttsellaṭen xasen,no
REC113_SEG0019_PART01,REC113,SPK009,train,vad_v2_spk009,304.408,318.32,13.912,data/processed/segments/REC113/REC113_SEG0019_PART01.wav,reviewed,war ittiri ammu jar awem maca s rmeqrub wenni ixsen ad yiri d ameqqran jar awem ad yiri d amsexxar nwem u wenni ixsen ad yiri d amezwaru jar awem jit ad yiri,no
REC113_SEG0019_PART02,REC113,SPK009,train,vad_v2_spk009,318.32,332.232,13.912,data/processed/segments/REC113/REC113_SEG0019_PART02.wav,reviewed,d amsexxar nwem am mammec mmis n bnaḍem war dd yusi ḥima ad xas sexxaren maca ḥima ad xasen isexxar uca ad iwc ṭudarṭ nnes d asraḥ i wattas n yewdan,no
REC113_SEG0020,REC113,SPK009,train,vad_v2_spk009,335.288,337.992,2.704,data/processed/segments/REC113/REC113_SEG0020.wav,reviewed,yasuɛ issgenfa ṭnayen n idarɣaren,no
REC113_SEG0021,REC113,SPK009,train,vad_v2_spk009,340.376,349.192,8.816,data/processed/segments/REC113/REC113_SEG0021.wav,reviewed,rami dd iffeɣ yasuɛ zi ariḥa iḍfar i t i dd attas n rɣaci xzar aqa din ṭnayen n idarɣaren qqimen x ttarf n webrid,no
REC113_SEG0022_PART01,REC113,SPK009,train,vad_v2_spk009,349.656,364.144,14.488,data/processed/segments/REC113/REC113_SEG0022_PART01.wav,reviewed,rami srin belli yasuɛ ad iɛdu raɣan nnan a sidi mmis n dawud arḥem aneɣ maca rɣaci iziyyar xasen ḥima ad sqaren maca niṭni sɣuyen s jjehd ktar nnan,no
REC113_SEG0022_PART02,REC113,SPK009,train,vad_v2_spk009,364.144,378.632,14.488,data/processed/segments/REC113/REC113_SEG0022_PART02.wav,reviewed,arḥem aneɣ a siditneɣ mmis n dawud xenni ibedd yasuɛ iraɣa dd xasen inna min texsem ad awem ggeɣ nnan as niṭni a siditneɣ mara texsed ad ttwarezment tittawin nneɣ,no
REC113_SEG0023,REC113,SPK009,train,vad_v2_spk009,378.936,386.216,7.28,data/processed/segments/REC113/REC113_SEG0023.wav,reviewed,yasuɛ iḥinn xasen xenni iḥada tittawin nsen rexdenni dewrent tittawin nsen ttwarant,no
REC114_SEG0001,REC114,SPK009,train,vad_v2_spk009,1.784,5.256,3.472,data/processed/segments/REC114/REC114_SEG0001.wav,reviewed,adaf n yasuɛ ɣar urcalim am ujedjid,no
REC114_SEG0002,REC114,SPK009,train,vad_v2_spk009,6.36,13.448,7.088,data/processed/segments/REC114/REC114_SEG0002.wav,reviewed,rami dd qarrben ɣar urcalim iwḍen ɣar bayt faji ɣar uɣezdis n wedrar n zzitun,no
REC114_SEG0003_PART01,REC114,SPK009,train,vad_v2_spk009,13.72,25.04,11.32,data/processed/segments/REC114/REC114_SEG0003_PART01.wav,reviewed,issekk yasuɛ ṭnayen n imeḥḍaren nnes inna asen ruḥem ɣar dcar nni qibac nwem deɣya ad tafem ict n teɣyuc teqqen d ijjen wesnus akides,no
REC114_SEG0003_PART02,REC114,SPK009,train,vad_v2_spk009,25.04,36.36,11.32,data/processed/segments/REC114/REC114_SEG0003_PART02.wav,reviewed,fesyem asen tawyem ten dd ɣari mara inna awem ḥed ca arrem xas ammu aqa siditneɣ iḥdaj i ten netta ad ten dd yarr deɣya,no
REC114_SEG0004,REC114,SPK009,train,vad_v2_spk009,36.824,49.896,13.072,data/processed/segments/REC114/REC114_SEG0004.wav,reviewed,man aya qaɛ imsar ḥima ad ittwakemmer marra min ittwannan zeg unabi am inna inim i yedjis n sihyun xzar ajedjid nnem ad ɣarem dd yas s uwaḍeɛ,no
REC114_SEG0005_PART01,REC114,SPK009,train,vad_v2_spk009,50.488,63.68,13.192,data/processed/segments/REC114/REC114_SEG0005_PART01.wav,reviewed,yenya x weɣyur d wesnus aqa d mmis n teɣyuc ruḥen imeḥḍaren uca ggin am mammec ten yumur yasuɛ iwyen dd aɣyur d wesnus sarsen arruḍ nsen,no
REC114_SEG0005_PART02,REC114,SPK009,train,vad_v2_spk009,63.68,76.872,13.192,data/processed/segments/REC114/REC114_SEG0005_PART02.wav,reviewed,x wesnus uca inya xas yasuɛ attas zi rɣaci ssun arruḍ nsen deg webrid u inneɣni qessen refruɛ zi tcejjura sun ten deg webrid,no
REC114_SEG0006,REC114,SPK009,train,vad_v2_spk009,77.272,96.104,18.832,data/processed/segments/REC114/REC114_SEG0006.wav,reviewed,uca abarru n rɣaci nni d as izwaren d yinni i t i dd iḍfaren tuɣa sɣuyyun nnan usanna i mmis n dawud lbaraka i wenni dd yusin s yisem n sidi usanna ḍi ruɛra x ruɛra n ijenwan,no
