segment_id,recording_id,speaker_group_id,dataset_split,segmentation_version,start_seconds,end_seconds,duration_seconds,audio_paṭ,review_status,transcription,final_selection,mms_draft_raw,mms_draft_normalized,final_transcription,manual_review,transcription_notes
REC011_SEG0060,REC011,SPK001,train,vad_v1,548.984,559.4,10.416,data/processed/segments/REC011/REC011_SEG0060.wav,included,,no,"ufiɣ ša ufiɣ dduru i d uruṭəm, dduru məra dxzaɛ d gəsssə dməzi xta tafəṭ qqarənt i dḍuru, zaɛma.",ufiɣ ca ufiɣ dduru i d uruṭem dduru mera dxzaɛ d gessse dmezi xta tafeṭ qqarent i dḍuru zaɛma,,pending,
REC011_SEG0061,REC011,SPK001,train,vad_v1,560.152,574.088,13.936,data/processed/segments/REC011/REC011_SEG0061.wav,included,,no,"min ɣa kḍa njiṭ ṣura dəsmə nkiṭ ḥma ṭfahmən yinniya mi dəfɛaḍ mazix mani zaɛma njiṭ s-dḍəbsmin ɣa hək fus, ḍuru duru iduruṭən.",min ɣa kḍa njiṭ ṣura desme nkiṭ ḥma ṭfahmen yinniya mi defɛaḍ mazix mani zaɛma njiṭ s dḍebsmin ɣa hek fus ḍuru duru iduruṭen,,pending,
REC011_SEG0062,REC011,SPK001,train,vad_v1,574.776,584.648,9.872,data/processed/segments/REC011/REC011_SEG0062.wav,included,,no,"duru, ḍin rəbɛad n lqəbbari  nəsən inərra nna aytanad ḍəllaɣ, xa təkkəd musqandə ḍiradin iwdan ujqqan ak duru irəqqanak dulur.",duru ḍin rebɛad n lqebbari nesen inerra nna aytanad ḍellaɣ xa tekked musqande ḍiradin iwdan ujqqan ak duru ireqqanak dulur,,pending,
REC011_SEG0063,REC011,SPK001,train,vad_v1,585.432,590.28,4.848,data/processed/segments/REC011/REC011_SEG0063.wav,included,,no,"xa dular nnay, iməkka nəš min nhənzaɣ ssan i d əkka awəra n ddular.",xa dular nnay imekka nec min nhenzaɣ ssan i d ekka awera n ddular,,pending,
REC011_SEG0064,REC011,SPK001,train,vad_v1,590.904,600.424,9.52,data/processed/segments/REC011/REC011_SEG0064.wav,included,,no,ddular nətta əkkəd ddular amuxṭnəssənrux ṭtasayrasi nnəs ḍəkkəd zi spanya ṭṭimura nnəɣ.,ddular netta ekked ddular amuxṭnessenrux ṭtasayrasi nnes ḍekked zi spanya ṭṭimura nneɣ,,pending,
REC011_SEG0065,REC011,SPK001,train,vad_v1,601.272,603.368,2.096,data/processed/segments/REC011/REC011_SEG0065.wav,included,,no,"amənih nzəɣ, awar.",amenih nzeɣ awar,,pending,
REC011_SEG0066,REC011,SPK001,train,vad_v1,604.088,605.704,1.616,data/processed/segments/REC011/REC011_SEG0066.wav,included,,no,məš uɣa yəši mi ak imyya.,mec uɣa yeci mi ak imyya,,pending,
REC011_SEG0067,REC011,SPK001,train,vad_v1,606.168,620.672,14.504,data/processed/segments/REC011/REC011_SEG0067.wav,included,,no,"rux nəsnin aytwaəɣram zgharuw, wər ji šiəra d imkarzən wəu, nəsni nəra wəxxa d imzirən, nəsni nira tḥarən dinɛaši nsən nira tədjən ira təgəna dixəšbin, nira təggən iduruṭən, nir ira təgən skakən.",rux nesnin aytwaeɣram zgharuw wer ji ciera d imkarzen weu nesni nera wexxa d imziren nesni nira tḥaren dinɛaci nsen nira tedjen ira tegena dixecbin nira teggen iduruṭen nir ira tegen skaken,,pending,
REC011_SEG0068,REC011,SPK001,train,vad_v1,620.672,625.192,4.52,data/processed/segments/REC011/REC011_SEG0068.wav,included,,no,"nira d gnuzran, nira d kəna.",nira d gnuzran nira d kena,,pending,
REC011_SEG0069,REC011,SPK001,train,vad_v1,625.88,636.36,10.48,data/processed/segments/REC011/REC011_SEG0069.wav,included,,no,"muhim min ytəggum zir ira təgən sayṭwayiɣ x nḍmanənnira znuzan ira d imkarzən himzirən  ira ɣarsən attas-ndinɛašin, xa wəmi ssnəm ira tədzəndinɛašin x ssnən ytamaraiɣas.",muhim min yteggum zir ira tegen sayṭwayiɣ x nḍmanennira znuzan ira d imkarzen himziren ira ɣarsen attas ndinɛacin xa wemi ssnem ira tedzendinɛacin x ssnen ytamaraiɣas,,pending,
REC011_SEG0070,REC011,SPK001,train,vad_v1,636.408,650.12,13.712,data/processed/segments/REC011/REC011_SEG0070.wav,included,,no,"ssinni ḍḍasən təkkar a yṭwayaɣər tiḥṭarən xḍənɛašin, attas sən iwdan nnəɣni qanak yṭwayaɣər, d iqəzzazən, kgijjen ḥaqqa məra dxzard attas n iwdan təf ḍ iqəzzazən nišan maša ḍin iwdan təḍərən xḍənɛaši.",ssinni ḍḍasen tekkar a yṭwayaɣer tiḥṭaren xḍenɛacin attas sen iwdan nneɣni qanak yṭwayaɣer d iqezzazen kgijjen ḥaqqa mera dxzard attas n iwdan tef ḍ iqezzazen nican maca ḍin iwdan teḍeren xḍenɛaci,,pending,
REC011_SEG0071,REC011,SPK001,train,vad_v1,650.392,656.04,5.648,data/processed/segments/REC011/REC011_SEG0071.wav,included,,no,uxxa nəssiwarən d-jen n fid yuxa əṭwayəɣəd nəɣnay maš aɣsanaya aḍwarəd rux anəxza is mawən nnən.,uxxa nessiwaren d jen n fid yuxa eṭwayeɣed neɣnay mac aɣsanaya aḍwared rux anexza is mawen nnen,,pending,
REC011_SEG0072,REC011,SPK001,train,vad_v1,656.664,668.808,12.144,data/processed/segments/REC011/REC011_SEG0072.wav,included,,no,"waxxaayṭ təmsaman,ijjen məra ḍawṭəm dqadas, u ṭəmsaman,məra tugṭənt, tamɣarṭ qaḍas, tuṭəmsamant,aṭtas, qanasən, ayṭ təmsaman.",waxxaayṭ temsaman ijjen mera ḍawṭem dqadas u ṭemsaman mera tugṭent tamɣarṭ qaḍas tuṭemsamant aṭtas qanasen ayṭ temsaman,,pending,
REC011_SEG0073,REC011,SPK001,train,vad_v1,669.144,679.176,10.032,data/processed/segments/REC011/REC011_SEG0073.wav,included,,no,"ḍsuyəṭ təmsaman,mi tirinay təmsaman, təmsaman tirinra ntnin girkampu, maša mərun ufi ḍ-girkampu tirin tshnra nəṭnin yənn təmsaṭ ixəf nsən.",ḍsuyeṭ temsaman mi tirinay temsaman temsaman tirinra ntnin girkampu maca merun ufi ḍ girkampu tirin tshnra neṭnin yenn temsaṭ ixef nsen,,pending,
REC011_SEG0074,REC011,SPK001,train,vad_v1,679.384,687.72,8.336,data/processed/segments/REC011/REC011_SEG0074.wav,included,,no,"nətnin ɣarsəm təmsaman təmsaɣ awaman, ssinni təkka təmsaman, təmsaɣ awamən, rux nətnin ḍ-aqbir.",netnin ɣarsem temsaman temsaɣ awaman ssinni tekka temsaman temsaɣ awamen rux netnin ḍ aqbir,,pending,
REC011_SEG0075,REC011,SPK001,train,vad_v1,688.184,695.944,7.76,data/processed/segments/REC011/REC011_SEG0075.wav,included,,no,"əkkəd zi ayṭwayiɣər hin təmsəɣ ixəf nsən, nəsnin g yi rwəxt nnay iru azzun ši ad qqimən gərkamp wəḥa.",ekked zi ayṭwayiɣer hin temseɣ ixef nsen nesnin g yi rwext nnay iru azzun ci ad qqimen gerkamp weḥa,,pending,
REC011_SEG0076,REC011,SPK001,train,vad_v1,696.92,700.744,3.824,data/processed/segments/REC011/REC011_SEG0076.wav,included,,no,"lla nəsnin yin təmsa a wamən, ayṭ təmsaman.",lla nesnin yin temsa a wamen ayṭ temsaman,,pending,
REC011_SEG0077,REC011,SPK001,train,vad_v1,701.496,705.608,4.112,data/processed/segments/REC011/REC011_SEG0077.wav,included,,no,"nəssin yin wəxxa kruna, nəssnin i ibdan tazarim.",nessin yin wexxa kruna nessnin i ibdan tazarim,,pending,
REC011_SEG0078,REC011,SPK001,train,vad_v1,706.456,711.848,5.392,data/processed/segments/REC011/REC011_SEG0078.wav,included,,no,"nmiɣa dafaḍa təmsaman qaɛ kta gətəmsaman, ḍ-kruna, ad tazaɣin.",nmiɣa dafaḍa temsaman qaɛ kta getemsaman ḍ kruna ad tazaɣin,,pending,
REC011_SEG0079,REC011,SPK001,train,vad_v1,712.92,716.104,3.184,data/processed/segments/REC011/REC011_SEG0079.wav,included,,no,ra dayṭ təmsəman ɣasənna yəjn uməzru imɣa attas.,ra dayṭ temseman ɣasenna yejn umezru imɣa attas,,pending,
REC011_SEG0080,REC011,SPK001,train,vad_v1,717.048,724.392,7.344,data/processed/segments/REC011/REC011_SEG0080.wav,included,,no,"nəṭin y təmsama ṭ ssnansanam iwḍan ḍaksən tusmdnd iwḍan nniyəṭ, iwdan təɛyəbasən ləmliḥ trankir.",neṭin y temsama ṭ ssnansanam iwḍan ḍaksen tusmdnd iwḍan nniyeṭ iwdan teɛyebasen lemliḥ trankir,,pending,
REC011_SEG0081,REC011,SPK001,train,vad_v1,726.232,728.36,2.128,data/processed/segments/REC011/REC011_SEG0081.wav,included,,no,"waxxa, ruxanaḥayəṭ tuzim.",waxxa ruxanaḥayeṭ tuzim,,pending,
REC011_SEG0082,REC011,SPK001,train,vad_v1,728.888,743.792,14.904,data/processed/segments/REC011/REC011_SEG0082.wav,included,,no,"dayṭ tuzint,məra yəjjen məra hḍawṭam ḍ qarḍas uṭuzin,məra tamɣarṭ qardas tuṭuzint,attas aṭ tuzin ḍ ṣsuyṭ ṭuzin,ra dayṭ tuzin kkind zi ayṭwa yɣər yin aqbir nsən.",dayṭ tuzint mera yejjen mera hḍawṭam ḍ qarḍas uṭuzin mera tamɣarṭ qardas tuṭuzint attas aṭ tuzin ḍ ṣsuyṭ ṭuzin ra dayṭ tuzin kkind zi ayṭwa yɣer yin aqbir nsen,,pending,
REC011_SEG0083,REC011,SPK001,train,vad_v1,743.792,744.648,0.856,data/processed/segments/REC011/REC011_SEG0083.wav,included,,no,ixəf nsən.,ixef nsen,,pending,
REC011_SEG0084,REC011,SPK001,train,vad_v1,745.784,758.376,12.592,data/processed/segments/REC011/REC011_SEG0084.wav,included,,no,"ra dəsnid gin təmsaṭ, nəsnin d gin miḍa, wəxxa təmsatakkkuḥt, miḍa nsən d qasita,məra daḥ ḍaɛzud x iṭ təwzin ndafəḍ qaɛ kta yi miḍaɛ, ḍ qasita.",ra desnid gin temsaṭ nesnin d gin miḍa wexxa temsatakkkuḥt miḍa nsen d qasita mera daḥ ḍaɛzud x iṭ tewzin ndafeḍ qaɛ kta yi miḍaɛ ḍ qasita,,pending,
REC011_SEG0085,REC011,SPK001,train,vad_v1,758.776,760.776,2.0,data/processed/segments/REC011/REC011_SEG0085.wav,included,,no,ibəqquyən.,ibeqquyen,,pending,
REC011_SEG0086,REC011,SPK001,train,vad_v1,761.24,774.184,12.944,data/processed/segments/REC011/REC011_SEG0086.wav,included,,no,"səbəqquyən šni nqqarasən iwdan n rəbḥa, nəsnin ləbda əra tɛišən x rəbḥa tɛjibas-n rəbḥa qaɛ ṭuḍarṭ nsəm nira x rəbḥawa.",sebeqquyen cni nqqarasen iwdan n rebḥa nesnin lebda era tɛicen x rebḥa tɛjibas n rebḥa qaɛ ṭuḍarṭ nsem nira x rebḥawa,,pending,
REC011_SEG0087,REC011,SPK001,train,vad_v1,775.544,783.304,7.76,data/processed/segments/REC011/REC011_SEG0087.wav,included,,no,"ijjen məra ḍawṭəm qaḍas abəkquy, məra taḥənjaṭ qaḍas ṭtabəkquyṭ, attas, ibəqquyən tibəqquyən.",ijjen mera ḍawṭem qaḍas abekquy mera taḥenjaṭ qaḍas ṭtabekquyṭ attas ibeqquyen tibeqquyen,,pending,
REC011_SEG0088,REC011,SPK001,train,vad_v1,784.6,793.896,9.296,data/processed/segments/REC011/REC011_SEG0088.wav,included,,no,"məra dwud am yawər xa assiwərəḍ xijjən qadas nətta ḍubquy, nni ḍas nətta ḍabqquy ḍij rux qa ḍma zix tbəddarušə tɣima dam ləbdaṭ.",mera dwud am yawer xa assiwereḍ xijjen qadas netta ḍubquy nni ḍas netta ḍabqquy ḍij rux qa ḍma zix tbeddaruce tɣima dam lebdaṭ,,pending,
REC011_SEG0089,REC011,SPK001,train,vad_v1,794.904,798.888,3.984,data/processed/segments/REC011/REC011_SEG0089.wav,included,,no,məra ad tṭṭəḥ nja ṭmix təbwiḍawəḍ ad qaras nəttas tabəkquṭ.,mera ad tṭṭeḥ nja ṭmix tebwiḍaweḍ ad qaras nettas tabekquṭ,,pending,
REC011_SEG0090,REC011,SPK001,train,vad_v1,800.408,803.368,2.96,data/processed/segments/REC011/REC011_SEG0090.wav,included,,no,ra ḍ nsnin ɣin təmsaṭ.,ra ḍ nsnin ɣin temsaṭ,,pending,
REC011_SEG0091,REC011,SPK001,train,vad_v1,803.448,816.04,12.592,data/processed/segments/REC011/REC011_SEG0091.wav,included,,no,"təmsamu dašum nniɣ nḥusima, nəṭnən i ɣars yaḥən aməzharu, qbəl adayəṭ waɛyaɣər, wami ɣa yyəssan xu rxu dd təmsannay awsin ɣars iwəqquyən aməzharu z dɣəndim.",temsamu dacum nniɣ nḥusima neṭnen i ɣars yaḥen amezharu qbel adayeṭ waɛyaɣer wami ɣa yyessan xu rxu dd temsannay awsin ɣars iweqquyen amezharu z dɣendim,,pending,
REC011_SEG0092,REC011,SPK001,train,vad_v1,816.952,830.088,13.136,data/processed/segments/REC011/REC011_SEG0092.wav,included,,no,xa zi ssinakataɣ idusin ayṭwayəɣ mana təmsa əji nnəɣna yin ijjen n təmsatak kkuḥt arindəd ša maša iruxən jin izəmmurn izəmmurən izəmmurən ḍigqqul.,xa zi ssinakataɣ idusin ayṭwayeɣ mana temsa eji nneɣna yin ijjen n temsatak kkuḥt arinded ca maca iruxen jin izemmurn izemmuren izemmuren ḍigqqul,,pending,
REC011_SEG0093,REC011,SPK001,train,vad_v1,830.648,837.352,6.704,data/processed/segments/REC011/REC011_SEG0093.wav,included,,no,"ḍin, yṭ ṭtəɛmarṭ,yṭ ṭtəɛmarṭ, ijjən mar aḍawṭəm qardas, uṭəɛmarṭ.",ḍin yṭ ṭteɛmarṭ yṭ ṭteɛmarṭ ijjen mar aḍawṭem qardas uṭeɛmarṭ,,pending,
REC011_SEG0094,REC011,SPK001,train,vad_v1,838.296,845.608,7.312,data/processed/segments/REC011/REC011_SEG0094.wav,included,,no,"mara tamɣarṭ dqadas tutəɛmarṭ,attas, aṭ ṭtəɛmarṭ, ssuyṭ təɛmarṭ.",mara tamɣarṭ dqadas tuteɛmarṭ attas aṭ ṭteɛmarṭ ssuyṭ teɛmarṭ,,pending,
REC011_SEG0095,REC011,SPK001,train,vad_v1,846.936,859.944,13.008,data/processed/segments/REC011/REC011_SEG0095.wav,included,,no,"nəš am ux təɛqara uɣin buinət, wər nəṭnin uɣarsən bu təmsa, təsmatəd šar ḍi kampiwən d iwdan amuk təsraḍ lmliḥ, trankir, mašaɣ attas iḍsən ɛaqən, ayḍuwra.",nec am ux teɛqara uɣin buinet wer neṭnin uɣarsen bu temsa tesmated car ḍi kampiwen d iwdan amuk tesraḍ lmliḥ trankir macaɣ attas iḍsen ɛaqen ayḍuwra,,pending,
REC011_SEG0096,REC011,SPK001,train,vad_v1,860.088,867.944,7.856,data/processed/segments/REC011/REC011_SEG0096.wav,included,,no,"ɛaqən ayḍəwran inas xq attas-n iwdan, əmmi qqan jbalal ataf dḍrasərnsən ḍayṭ ṭəɛmarṭ.",ɛaqen ayḍewran inas xq attas n iwdan emmi qqan jbalal ataf dḍrasernsen ḍayṭ ṭeɛmarṭ,,pending,
REC011_SEG0097,REC011,SPK001,train,vad_v1,868.856,879.88,11.024,data/processed/segments/REC011/REC011_SEG0097.wav,included,,no,"ittəɛmarṭ andafəḍ wəxxa k itətwan andafəḍ-g ətan ja, maša ɣa ndafəḍ wəxxa əiḥusimanggəmzun, mizay ɛaqən zi hmurṭ nsən.",itteɛmarṭ andafeḍ wexxa k itetwan andafeḍ g etan ja maca ɣa ndafeḍ wexxa eiḥusimanggemzun mizay ɛaqen zi hmurṭ nsen,,pending,
REC011_SEG0098,REC011,SPK001,train,vad_v1,880.952,882.792,1.84,data/processed/segments/REC011/REC011_SEG0098.wav,included,,no,uwa ɛawad nsin wəkid bu təmsa.,uwa ɛawad nsin wekid bu temsa,,pending,
REC011_SEG0099,REC011,SPK001,train,vad_v1,885.112,894.472,9.36,data/processed/segments/REC011/REC011_SEG0099.wav,included,,no,"ayṭ wərišəš ayṭwər išək niɣ, dqarṭasən, ayṭ wər išəšsmazarawəm kar mabamaystəkkid.",ayṭ wericec ayṭwer icek niɣ dqarṭasen ayṭ wer icecsmazarawem kar mabamaystekkid,,pending,
REC011_SEG0100,REC011,SPK001,train,vad_v1,895.128,900.904,5.776,data/processed/segments/REC011/REC011_SEG0100.wav,included,,no,"wax ayṭawər əššəš, niɣ, ayṭawər əššəš, ijjen məra ḍawṭam qadas awər iššəš.",wax ayṭawer eccec niɣ ayṭawer eccec ijjen mera ḍawṭam qadas awer iccec,,pending,
REC011_SEG0101,REC011,SPK001,train,vad_v1,901.528,911.112,9.584,data/processed/segments/REC011/REC011_SEG0101.wav,included,,no,"niɣ awər išəš, məra taḥənjaṭ lqadas tawər iššəkt, niɣ tawər isšəšt, attas, ayṭwər əššəf.",niɣ awer icec mera taḥenjaṭ lqadas tawer iccekt niɣ tawer iscect attas ayṭwer eccef,,pending,
REC011_SEG0102,REC011,SPK001,train,vad_v1,911.544,917.864,6.32,data/processed/segments/REC011/REC011_SEG0102.wav,included,,no,"niɣ yṭwər əššəš, ḍimɣayən lqaṭasənt, ssuṭ wər šssuyṭ wər əšəš.",niɣ yṭwer eccec ḍimɣayen lqaṭasent ssuṭ wer cssuyṭ wer ecec,,pending,
REC011_SEG0103,REC011,SPK001,train,vad_v1,918.744,929.64,10.896,data/processed/segments/REC011/REC011_SEG0103.wav,included,,no,"əra ḍamurṭəm istəkkəl,ḍəwwi ḍawəl əxšijjen ḍawər iššək ḍ qarḍas nətta ḍuwər išək, nidas nətta ḍawər iššək iruhəm, nəttat tuwərišəkt.",era ḍamurṭem istekkel ḍewwi ḍawel excijjen ḍawer iccek ḍ qarḍas netta ḍuwer icek nidas netta ḍawer iccek iruhem nettat tuwericekt,,pending,
REC011_SEG0104,REC011,SPK001,train,vad_v1,931.0,938.792,7.792,data/processed/segments/REC011/REC011_SEG0104.wav,included,,no,"ɣarsən šin təmsaṭ iɣiyəh, ɣarsən ijjen n təmsa takuḥət, ihnišan bən ṭiyyəb, nəṭni n bənṭəyyəbd təmsaɣə nsən.",ɣarsen cin temsaṭ iɣiyeh ɣarsen ijjen n temsa takuḥet ihnican ben ṭiyyeb neṭni n benṭeyyebd temsaɣe nsen,,pending,
REC011_SEG0105,REC011,SPK001,train,vad_v1,941.016,942.536,1.52,data/processed/segments/REC011/REC011_SEG0105.wav,included,,no,maša das hnan qqam.,maca das hnan qqam,,pending,
REC011_SEG0106,REC011,SPK001,train,vad_v1,942.808,957.616,14.808,data/processed/segments/REC011/REC011_SEG0106.wav,included,,no,"əɛaq zumšan nni mmiziəm zgaru iraqən gilkampu ra ɣarsən ḍin-amurṭ mašal attas i- yuɣan aḥna, ad tətwa ni aḥna nnadu, niɣ aḥna wəjdan iḥn tanjəmmuhim ɛaqən.",eɛaq zumcan nni mmiziem zgaru iraqen gilkampu ra ɣarsen ḍin amurṭ macal attas i yuɣan aḥna ad tetwa ni aḥna nnadu niɣ aḥna wejdan iḥn tanjemmuhim ɛaqen,,pending,
REC011_SEG0107,REC011,SPK001,train,vad_v1,957.616,966.504,8.888,data/processed/segments/REC011/REC011_SEG0107.wav,included,,no,"mšanənnay ni qqimən ḍgibənṭiyəb, zrusiɣad afədɛad inaskiy kir kampunis həni ṭwriš.",mcanennay ni qqimen ḍgibenṭiyeb zrusiɣad afedɛad inaskiy kir kampunis heni ṭwric,,pending,
REC011_SEG0108,REC011,SPK001,train,vad_v1,969.688,971.784,2.096,data/processed/segments/REC011/REC011_SEG0108.wav,included,,no,asiṭṭəft asiṭṭəft.,asiṭṭeft asiṭṭeft,,pending,
REC011_SEG0109,REC011,SPK001,train,vad_v1,971.896,984.544,12.648,data/processed/segments/REC011/REC011_SEG0109.wav,included,,no,"yinnay aqan srw sawwan n nibəquyən ra ḍnəssnin ama ytṭəɛmaṭ ussəm šḥarza ḍaksən ig iɛaqən ḍamurṭ nsən imma ɛaqən ayḍura, nni aḥənnəṭiṭwan.",yinnay aqan srw sawwan n nibequyen ra ḍnessnin ama ytṭeɛmaṭ ussem cḥarza ḍaksen ig iɛaqen ḍamurṭ nsen imma ɛaqen ayḍura nni aḥenneṭiṭwan,,pending,
REC011_SEG0110,REC011,SPK001,train,vad_v1,984.544,996.136,11.592,data/processed/segments/REC011/REC011_SEG0110.wav,included,,no,"ni aḥanaṭṭa njiɣn yan dafad d-gumzwranii ḥusima saḍay nəṭn quqqimən šaya attasiḍak-iḍmuraɣ nsən, ijjən məra ḍawṭəm qarḍas uṭṭəft.",ni aḥanaṭṭa njiɣn yan dafad d gumzwranii ḥusima saḍay neṭn quqqimen caya attasiḍak iḍmuraɣ nsen ijjen mera ḍawṭem qarḍas uṭṭeft,,pending,
REC011_SEG0111,REC011,SPK001,train,vad_v1,996.952,999.688,2.736,data/processed/segments/REC011/REC011_SEG0111.wav,included,,no,"məra, ṭtaḥənjarṭ qa ṭas ṭtuṭṭəft.",mera ṭtaḥenjarṭ qa ṭas ṭtuṭṭeft,,pending,
REC011_SEG0112,REC011,SPK001,train,vad_v1,1001.4,1004.52,3.12,data/processed/segments/REC011/REC011_SEG0112.wav,included,,no,"attas ayṭaṭṭəft, sayṭaṭṭəft.",attas ayṭaṭṭeft sayṭaṭṭeft,,pending,
REC011_SEG0114,REC011,SPK001,train,vad_v1,1008.056,1021.504,13.448,data/processed/segments/REC011/REC011_SEG0114.wav,included,,no,"ɣars nəššin n təmsa ər ɣarsən iddin n təmsata akguḥt qans badəs, nṭnni gijən badəs, attas ays iqqarn qa ribqquyən i ijən badəs lla dayn əkṭəft i ijən badəs, məra ḍufiḍa ibəqquyən ibadəs, nəsən nusid ɣars wadatus makajənt.",ɣars neccin n temsa er ɣarsen iddin n temsata akguḥt qans bades nṭnni gijjen bades attas ays iqqarn qa ribqquyen i ijjen bades lla dayn ekṭeft i ijjen bades mera ḍufiḍa ibeqquyen ibades nesen nusid ɣars wadatus makajent,,pending,
REC012_SEG0002,REC012,SPK001,train,vad_v1,2.104,16.104,14.0,data/processed/segments/REC012/REC012_SEG0002.wav,included,ḍa gin beɛda teswaṭ n irumyen ɣasen izakuken ḍibarkanen ḍicemraren ɣasen iɛecman ḍibarkanen ṭimɣarin nsen teḍhan amux djan gi ṭmura n irumyen,no,"ḍa jin bəɛda təswaṭ n irumyən ɣarsən izaɛkukən ḍibarkənən ḍišəmrarən, ɣarsən iɛəšman ḍibarkanən, ḍimɣarin nsən dədarn, am ufəjan giḍmura n irumyən.",ḍa jin beɛda teswaṭ n irumyen ɣarsen izaɛkuken ḍibarkenen ḍicemraren ɣarsen iɛecman ḍibarkanen ḍimɣarin nsen dedarn am ufejan giḍmura n irumyen,,pending,
REC012_SEG0003,REC012,SPK001,train,vad_v1,16.312,23.208,6.896,data/processed/segments/REC012/REC012_SEG0003.wav,included,qa raḍ wa d teswaṭ n filem aqa beɛda ginas yteḍha beɛda am irumyen nican,no,"qa ra ḍ waɣ d təswaṭ nfiləm, aqa bəɛdakinas ytədɣar b ɛdaɣ am irum yənnišəm.",qa ra ḍ waɣ d teswaṭ nfilem aqa beɛdakinas ytedɣar b ɛdaɣ am irum yennicem,,pending,
REC012_SEG0004,REC012,SPK001,train,vad_v1,23.736,35.624,11.888,data/processed/segments/REC012/REC012_SEG0004.wav,included,aqa raḍ wa ijjen filem ginṭ yellah mux teggin cin imken nayen iseggʷasen ma d traṭa iseggʷasen zi ggʷami i ṭeggin xa wami cceḍkan attas n iwḍan,no,"aqa raḍwaɣ ijjen-n filəm, jinṭyəllah muxṭjin imkən nnayən isəggwasən mada ḍraṭaɣ isəggwasən z-gwamyəṭ-jin, xa wami šəḍ kan attas n -iwdan.",aqa raḍwaɣ ijjen n filem jinṭyellah muxṭjin imken nnayen iseggwasen mada ḍraṭaɣ iseggwasen z gwamyeṭ jin xa wami ceḍ kan attas n iwdan,,pending,
REC012_SEG0005,REC012,SPK001,train,vad_v1,35.832,42.672,6.84,data/processed/segments/REC012/REC012_SEG0005.wav,included,eṣpunya ifransisen iwḍan n purtugal ituakiyen iwḍan am necc cceḍkan,no,"əṣpanya ifransisən, iwdan n purtuɣal litkyan iwḍan am nəš ššəṭ kan.",eṣpanya ifransisen iwdan n purtuɣal litkyan iwḍan am nec cceṭ kan,,pending,
REC012_SEG0006,REC012,SPK001,train,vad_v1,42.672,56.456,13.784,data/processed/segments/REC012/REC012_SEG0006.wav,included,xa wwinasend mumetṭil beɛda qa ytawid ggurumi nican udwin ci alimani ɣas azakuk ḍ azzuggʷɣ ḍarrubiyu ḍasemmam,no,"xa wwinasənd mumətṭi lbɛda qa yə tawid, ggurumi nišan ud win ši alimani ɣars azɛšux nazəgggaɣni ḍarrubiyuḍasəmməm.",xa wwinasend mumetṭi lbɛda qa ye tawid ggurumi nican ud win ci alimani ɣars azɛcux nazegggaɣni ḍarrubiyuḍasemmem,,pending,
REC012_SEG0007,REC012,SPK001,train,vad_v1,59.736,64.328,4.592,data/processed/segments/REC012/REC012_SEG0007.wav,included,rux anessiwer x ilimanyen ḥma atessned immi qqrn ilimanyen,no,rux a nəssiwər x ilimanyən ḥma təssnəd immi qqarn ilimanyən.,rux a nessiwer x ilimanyen ḥma tessned immi qqarn ilimanyen,,pending,
REC012_SEG0008,REC012,SPK001,train,vad_v1,65.464,77.928,12.464,data/processed/segments/REC012/REC012_SEG0008.wav,included,ilimanyen neṭni deɣya an tɛeqreḍ ɣasen azakuk ḍ arrubiyu niɣ ḍrus idssen atafeḍ ɣasen azakuk ḍ acehba niɣ ḍazeggʷaɣ,no,"ilimanyən nəṭn i dəɣyan dəɛqrəṭ, ɣarsən azašux darrubiyu, niɣ ḍrus issən a ndafəḍ ɣarsən, azaɛšux ḍ šəhba, niɣ ḍazəgggəɣ.",ilimanyen neṭn i deɣyan deɛqreṭ ɣarsen azacux darrubiyu niɣ ḍrus issen a ndafeḍ ɣarsen azaɛcux ḍ cehba niɣ ḍazegggeɣ,,pending,
REC012_SEG0009,REC012,SPK001,train,vad_v1,78.392,84.648,6.256,data/processed/segments/REC012/REC012_SEG0009.wav,included,mara ḍawṭem qaḍas alimani mara tawṭent qadas ttalimaniṭ attas,no,"məra ḍawṭən qarḍassalimanay ṭqməra takəṭən qadas ṭtalimaniṭ, attas.",mera ḍawṭen qarḍassalimanay ṭqmera takeṭen qadas ṭtalimaniṭ attas,,pending,
REC012_SEG0010,REC012,SPK001,train,vad_v1,87.096,92.296,5.2,data/processed/segments/REC012/REC012_SEG0010.wav,included,attas ilimanyen niɣ tilimanyen rux min teɛnan iwḍana may tirin,no,"attas ilimanyən niɣ tilimanyən, rux min təɛnan iwḍanamay tirib.",attas ilimanyen niɣ tilimanyen rux min teɛnan iwḍanamay tirib,,pending,
REC012_SEG0011,REC012,SPK001,train,vad_v1,93.08,95.336,2.256,data/processed/segments/REC012/REC012_SEG0011.wav,included,eḥqa,no,əḥqə!,eḥqe,,pending,
